year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,valuemean,value,model
2066,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.062645015,1.404915456,8.060696578,3.172154061,2.397345357,CMIP5
2067,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.571081627,1.871659042,16.41149329,4.751580174,4.1554858,CMIP5
2067,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.155196495,0.000367044,9.090842857,1.59556306,1.134136646,CMIP5
2067,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.146349986,1.220793763,8.160607831,3.121496219,2.327590652,CMIP5
2068,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.399871035,1.727285975,15.24892894,4.713804141,4.12607053,CMIP5
2068,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.584609248,-4.690956201,8.529037445,1.224035304,1.145713192,CMIP5
2068,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.0158014,1.409412606,7.932157215,3.074761236,2.209847914,CMIP5
2069,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,6.35278511,1.713629303,25.72923758,6.072571548,4.203682257,CMIP5
2069,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.259246312,-0.089304541,9.255515085,1.817405799,1.150610971,CMIP5
2069,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.929703333,1.436656894,7.910010323,3.003958625,2.246041834,CMIP5
2070,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,4.107291451,-4.221224035,15.79819788,4.061219458,3.678840157,CMIP5
2070,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.143474087,-0.630480634,8.791060253,1.49941829,1.127301036,CMIP5
2070,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.020487628,1.324921398,7.604919957,3.008781802,2.159851796,CMIP5
2071,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.653562312,1.676526263,14.66474302,5.05617553,4.058899378,CMIP5
2071,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.103562304,-0.072599885,8.895114123,1.646104649,1.20073548,CMIP5
2071,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.865059823,1.345574931,7.753879847,2.945035135,2.310204519,CMIP5
2072,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.172837617,1.322794797,14.77279469,4.524792929,4.037461863,CMIP5
2072,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.002420464,-0.153411222,8.3765121,1.509155998,1.10228044,CMIP5
2072,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.890044013,1.145797528,7.31701738,2.939636208,2.281557832,CMIP5
2073,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.227978529,1.358719245,15.00511515,4.517492554,4.129118427,CMIP5
2073,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.286347258,-0.12527274,9.565822535,1.612809116,1.081343139,CMIP5
2073,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.74866499,1.13477284,7.135501584,2.803637341,2.101575838,CMIP5
2074,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.16608977,1.332114471,14.77537669,4.353173267,3.872362504,CMIP5
2074,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.141526868,-0.280974603,8.910824961,1.536881812,1.065099229,CMIP5
2074,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.754080066,1.081282632,6.919745429,2.729560472,1.984503779,CMIP5
2075,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,8.332835172,-25.49310019,14.88484182,2.302516486,3.77184348,CMIP5
2075,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.416339676,-3.80764106,8.317835659,1.179843268,1.096045049,CMIP5
2075,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.874703784,1.034710378,6.681073171,2.75905522,1.958002354,CMIP5
2076,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,5.530168743,1.310072215,21.97550472,5.432495832,3.841358094,CMIP5
2076,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.272946967,-0.362556545,9.284550412,1.700236121,1.19268482,CMIP5
2076,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.708338007,1.214872634,6.946462267,2.671980849,1.921636191,CMIP5
2077,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.005919717,1.267860872,13.65016085,4.37766065,3.79020024,CMIP5
2077,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.927730472,-0.190000182,8.125339678,1.510719085,1.047578434,CMIP5
2077,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.728652437,1.103672491,6.755333977,2.656905871,1.947310716,CMIP5
2078,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.711763179,1.454353111,12.61131624,4.152922447,3.732481367,CMIP5
2078,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.900836771,-0.155526601,7.987022027,1.470251362,1.113686655,CMIP5
2078,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.633412143,1.077776009,6.742768856,2.568952802,2.023832959,CMIP5
2079,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.813757248,1.228914422,13.11565555,4.067050259,3.74330152,CMIP5
2079,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.821826774,-0.257555831,7.672134372,1.440529124,1.071361731,CMIP5
2079,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.692957902,0.961550216,6.559121797,2.551680885,1.909519266,CMIP5
2080,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.014421125,1.0596653,13.96298742,4.009992304,3.679853179,CMIP5
2080,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.144340048,-0.127276363,8.929859137,1.494361896,1.056397017,CMIP5
2080,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.600478598,0.979849019,6.288894594,2.460856405,1.824427789,CMIP5
2081,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.638207947,1.035693256,12.30511034,3.862014214,3.553216554,CMIP5
2081,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.927115052,-0.245149623,8.00286025,1.409344347,1.069447538,CMIP5
2081,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.552218505,0.906059676,6.139487135,2.384073691,1.690689888,CMIP5
2082,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.146954906,-2.48677988,12.56147554,3.382091326,3.295508616,CMIP5
2082,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.03493355,-0.371424625,8.245047771,1.368512206,1.099882004,CMIP5
2082,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.558851317,0.981838283,6.289647116,2.316112064,1.636163834,CMIP5
2083,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.874863804,1.242491471,12.82713625,4.038860842,3.45604148,CMIP5
2083,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.925349156,-0.390414944,8.010741146,1.414998689,1.070777346,CMIP5
2083,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.576980473,0.980718803,6.188359967,2.379766952,1.637391082,CMIP5
2084,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.958441526,1.024165512,13.66458674,3.860098074,3.473564069,CMIP5
2084,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.053026694,-0.426884829,8.49099174,1.42648943,1.03523972,CMIP5
2084,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.624456376,0.794220673,6.070609105,2.361332045,1.635462559,CMIP5
2085,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.63085771,1.054555389,12.321209,3.721272366,3.436917957,CMIP5
2085,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.027650283,-0.363973716,8.387767288,1.409715709,1.082105297,CMIP5
2085,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.48047977,0.843529433,6.103902931,2.275554899,1.606283923,CMIP5
2086,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.665315837,1.067645848,12.49511679,3.782954597,3.357898986,CMIP5
2086,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.93522829,-0.473351162,8.010460899,1.405587295,1.100482267,CMIP5
2086,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.52428088,0.893553944,6.07311606,2.280027453,1.609815664,CMIP5
2087,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.853213037,1.085016846,13.29230221,3.760802048,3.329665356,CMIP5
2087,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.983172569,-0.244660518,8.214226221,1.394183921,1.066658099,CMIP5
2087,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.555807431,0.943177888,5.704157782,2.339828471,1.715501029,CMIP5
2088,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.860242327,1.106512352,13.36574585,3.674305315,3.242122227,CMIP5
2088,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.017615913,-0.468214916,8.314914292,1.369391487,0.994455758,CMIP5
2088,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.486874488,0.961531505,5.521626421,2.266315841,1.606283314,CMIP5
2089,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.765672454,1.147546712,12.92423565,3.609325079,3.175199133,CMIP5
2089,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.062278424,-0.536408626,8.481709607,1.3903839,1.045691748,CMIP5
2089,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.445151122,0.996064672,5.61655278,2.192292314,1.585067844,CMIP5
2090,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.69156403,1.024126906,12.47104163,3.607089546,3.311145094,CMIP5
2090,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.879145412,-0.397542171,7.769773691,1.346754927,1.03833035,CMIP5
2090,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.556006024,0.775452257,5.844793077,2.209977373,1.584920762,CMIP5
2091,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.781395727,0.903462081,12.84389442,3.665407136,3.375948473,CMIP5
2091,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.976369283,-0.460716846,8.087800683,1.349697374,1.045617995,CMIP5
2091,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.57647085,0.828043429,6.162580749,2.280957925,1.588732175,CMIP5
2092,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.751854009,1.204842325,12.8324219,3.655626787,3.433112189,CMIP5
2092,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.910472587,-0.481338779,7.864384075,1.35489392,1.053727477,CMIP5
2092,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.545347174,0.925836632,5.899518064,2.263599766,1.602718912,CMIP5
2093,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.865945258,0.833999965,13.14999467,3.657044657,3.147513976,CMIP5
2093,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.119300216,-0.281627104,8.758523249,1.415781127,1.068825397,CMIP5
2093,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.549238401,0.701633663,6.032905775,2.200575587,1.670798738,CMIP5
2094,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.65548516,0.801902924,12.35500706,3.590490213,3.31735981,CMIP5
2094,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.96569783,-0.483133508,8.076774789,1.363589533,1.051667899,CMIP5
2094,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.475790031,0.663320602,5.951280561,2.191857921,1.653142249,CMIP5
2095,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.476973324,1.016414988,11.60842749,3.48770361,3.004174402,CMIP5
2095,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.867785941,-0.485313544,7.678823509,1.328602926,0.985511401,CMIP5
2095,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.418182485,0.827367472,5.768443678,2.137948429,1.573350342,CMIP5
2096,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.821603613,0.976652677,13.15441272,3.555841652,3.189373599,CMIP5
2096,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.071493369,-0.64279611,8.447111794,1.367769697,1.077586522,CMIP5
2096,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.432167989,0.841049606,5.466449124,2.158282226,1.675108993,CMIP5
2097,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.137209609,-2.918527207,12.4239334,3.113935378,2.82838373,CMIP5
2097,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.984063499,-0.435910264,8.004275641,1.283891783,0.988850536,CMIP5
2097,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.424425678,0.808467159,5.482041405,2.145401231,1.679701642,CMIP5
2098,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.864097505,1.095773768,12.78097886,3.81591844,3.192877521,CMIP5
2098,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.202859748,-0.264910287,9.137545092,1.461349735,0.976641275,CMIP5
2098,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.407376721,0.904635028,5.858731818,2.133967116,1.629284738,CMIP5
2099,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.657074656,1.179728525,12.6587174,3.740317508,3.229251538,CMIP5
2099,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.954574566,-0.442511888,8.067829519,1.40502308,1.156865052,CMIP5
2099,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.433871842,0.927579487,5.892709894,2.279603062,1.76771793,CMIP5
2100,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,8.986746578,-29.73173807,12.41757205,1.290094423,3.076921847,CMIP5
2100,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.493888178,-4.44072262,8.225571994,1.018217869,1.011962714,CMIP5
2100,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.381832843,0.803827982,5.455225762,2.105365645,1.535607236,CMIP5
2101,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.221649725,2.033326728,5.384990493,3.38650207,3.379644062,CMIP5
2101,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.754763505,-0.44974701,1.729628585,0.944929781,1.135877295,CMIP5
2101,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.769245907,1.011921107,5.834737566,2.443613072,1.988063908,CMIP5
2102,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.073796506,2.033471205,4.990574387,3.267181283,3.287503774,CMIP5
2102,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.670436996,-0.324516247,1.613359771,0.941706226,1.114592368,CMIP5
2102,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.569548677,0.987681988,5.315090947,2.327323525,1.900902845,CMIP5
2103,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.021590443,2.105187653,4.983808397,3.558349059,3.529733659,CMIP5
2103,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.828086664,-0.357840154,1.838846276,1.020652697,1.145083462,CMIP5
2103,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.65704134,1.043735251,5.341648291,2.54022139,2.290307903,CMIP5
2104,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.008432874,2.142465989,4.980366355,3.609312386,3.682474415,CMIP5
2104,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.899928077,-0.595350047,1.745451572,0.935284554,1.220251649,CMIP5
2104,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.705102985,1.168641059,5.575716467,2.67635294,2.412300699,CMIP5
2105,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.087951486,2.127393437,5.098130566,3.572568294,3.747906496,CMIP5
2105,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.945200321,-0.647184331,1.801324687,0.961732984,1.334334282,CMIP5
2105,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.854525501,1.144157492,5.745315263,2.61341552,2.413571894,CMIP5
2106,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.213339281,2.071810179,5.323665423,3.570870003,3.632680607,CMIP5
2106,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.811991092,-0.41134832,1.672345741,0.981021023,1.176510138,CMIP5
2106,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.886823357,1.00336925,5.73501359,2.592231183,2.456170861,CMIP5
2107,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.977237133,2.006970116,4.521628779,3.417724686,3.520363051,CMIP5
2107,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.886100349,-0.483145202,1.836800764,1.00418106,1.204802451,CMIP5
2107,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.609801988,0.990169959,5.004774359,2.416233175,2.315560522,CMIP5
2108,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.06522339,2.088108486,4.946436692,3.505820693,3.71999546,CMIP5
2108,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.860272999,-0.544017355,1.624585037,0.947405654,1.225730303,CMIP5
2108,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.761209771,1.040514899,5.490453617,2.560684349,2.439774737,CMIP5
2109,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.059032072,1.732460488,4.667002865,3.305033498,3.491713734,CMIP5
2109,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.858499501,-0.552884626,1.721333971,0.882209453,1.049624392,CMIP5
2109,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.699630044,0.815700193,5.219887703,2.425248876,2.288888276,CMIP5
2110,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.928980686,1.905742655,4.396921991,3.328472213,3.357794509,CMIP5
2110,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.938056232,-0.679347368,1.746161666,0.91058325,1.047066583,CMIP5
2110,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.613415674,0.891430457,5.076269246,2.420336029,2.310728207,CMIP5
2111,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.888055081,1.747543359,4.029430025,3.139774882,3.523415024,CMIP5
2111,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.997724869,-0.789429485,1.781704624,0.913774963,1.156654016,CMIP5
2111,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.602439078,0.753389997,4.818859206,2.228629537,2.141228009,CMIP5
2112,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.976059496,1.813270919,4.453171734,3.40161998,3.514682303,CMIP5
2112,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.902965766,-0.544867524,1.83179295,0.963434715,1.120515311,CMIP5
2112,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.571657634,0.82184495,4.998039488,2.440714045,2.394166515,CMIP5
2113,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.999393519,1.954294731,4.691576232,3.399256742,3.609254859,CMIP5
2113,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.869430306,-0.510852211,1.729441704,0.956082428,1.198035236,CMIP5
2113,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.65147217,1.010237016,5.202428717,2.445618688,2.260205208,CMIP5
2114,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.241907719,1.894934449,5.286591742,3.364062389,3.281109048,CMIP5
2114,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.709526742,-0.208895456,1.648611811,0.975789631,1.047054445,CMIP5
2114,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.835108275,0.865282606,5.495487347,2.390632166,2.162280104,CMIP5
2115,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.171402333,1.855269961,5.057112379,3.360560559,3.283073679,CMIP5
2115,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.822105781,-0.458146692,1.650615487,0.94253321,1.078077396,CMIP5
2115,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.848970505,0.777192682,5.515259088,2.420368542,2.244524606,CMIP5
2116,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.402856632,1.695247511,5.596805642,3.464838986,3.248919689,CMIP5
2116,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.724794907,-0.218944339,1.688125516,0.982891905,1.11213788,CMIP5
2116,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.963614401,0.722798195,5.815750019,2.48428386,2.136782634,CMIP5
2117,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.8601637,1.967428319,4.194036991,3.150449458,3.19001012,CMIP5
2117,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.912994313,-0.710621505,1.570284312,0.865889599,1.075051031,CMIP5
2117,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.569900188,0.981216162,4.904658286,2.286800511,2.114960464,CMIP5
2118,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.848381815,1.928049343,4.144599474,3.23168105,3.501838068,CMIP5
2118,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.978218473,-0.788798928,1.771462756,0.878644314,1.062989164,CMIP5
2118,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.595481775,0.899102103,4.933398477,2.355612457,2.337947245,CMIP5
2119,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.849177065,1.788687009,4.118996669,3.106735962,3.221600205,CMIP5
2119,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.952407512,-0.720663638,1.778724431,0.887486056,1.032522218,CMIP5
2119,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.574622893,0.793186423,4.839659788,2.221818952,2.064231942,CMIP5
2120,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.90234162,1.801244984,4.216368212,3.11526664,3.27691413,CMIP5
2120,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.998060265,-0.905870248,1.628301471,0.821492915,1.073460401,CMIP5
2120,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.696112022,0.822633372,5.122238,2.296116842,2.188966306,CMIP5
2121,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.718840741,1.774250842,3.606526126,2.965275364,3.131583985,CMIP5
2121,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.029087876,-0.928602469,1.773152945,0.807877974,0.966993263,CMIP5
2121,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.448592639,0.855676332,4.535128883,2.159987155,2.108509343,CMIP5
2122,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.893332723,1.669468804,4.141497792,2.998258396,3.02130291,CMIP5
2122,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.947681001,-0.74990412,1.67682759,0.862085513,0.98790484,CMIP5
2122,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.615830976,0.682433257,4.891401424,2.13852396,1.861650241,CMIP5
2123,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.914931252,1.815772882,4.380238751,3.106272456,3.132797978,CMIP5
2123,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.830816079,-0.42637851,1.746057354,0.942046167,1.027255427,CMIP5
2123,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.555330205,0.87899466,4.80661696,2.166749874,1.846898297,CMIP5
2124,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.703497385,1.627443389,3.436704079,2.800849151,3.096448691,CMIP5
2124,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.979071973,-0.862069072,1.632968825,0.812604696,1.05430111,CMIP5
2124,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.248773905,0.743833387,3.958517725,1.990610943,2.0697506,CMIP5
2125,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.918874249,1.560405222,3.990145392,2.869036594,3.040250289,CMIP5
2125,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.983284581,-0.864632435,1.695593889,0.819952366,1.051794336,CMIP5
2125,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.706233311,0.597755766,4.854778044,2.051674118,1.988456323,CMIP5
2126,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.773271372,1.674542676,3.595604506,2.981963104,3.334963401,CMIP5
2126,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.009496765,-0.839328475,1.819399608,0.877759087,1.139729774,CMIP5
2126,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.456990864,0.682875198,4.434933157,2.106884703,2.057636194,CMIP5
2127,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.797189528,1.865159711,3.966014884,2.989987386,3.229715117,CMIP5
2127,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.839280693,-0.571246657,1.595123841,0.876018317,1.051385782,CMIP5
2127,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.486165006,0.818425657,4.537261948,2.116306885,1.971619975,CMIP5
2128,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.747539888,1.608224597,3.505694158,2.898796752,3.150360725,CMIP5
2128,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.947453558,-0.7718497,1.751294159,0.813277292,0.942837804,CMIP5
